seasonId,teamAbbrev,pointPctg,winPctg,goalsForPctg,goalDifferentialPctg,wildcardSequence
20152016,NSH,0.585366,0.5,2.780488,0.158537,1
20152016,NYI,0.609756,0.54878,2.829268,0.195122,1
20152016,NYR,0.615854,0.560976,2.878049,0.231707,0
20152016,OTT,0.518293,0.463415,2.878049,-0.134146,5
20152016,PHI,0.585366,0.5,2.609756,-0.04878,2
20152016,PIT,0.634146,0.585366,2.987805,0.512195,0
20152016,SJS,0.597561,0.560976,2.939024,0.378049,0
20152016,STL,0.652439,0.597561,2.731707,0.280488,0
20152016,TBL,0.591463,0.560976,2.768293,0.317073,0
20152016,TOR,0.420732,0.353659,2.414634,-0.585366,10
20152016,VAN,0.457317,0.378049,2.329268,-0.634146,7
20152016,WPG,0.47561,0.426829,2.621951,-0.292683,5
20152016,WSH,0.731707,0.682927,3.073171,0.719512,0
20162017,ANA,0.640244,0.560976,2.719512,0.280488,0
20162017,ARI,0.426829,0.365854,2.402439,-0.768293,6
20162017,BOS,0.579268,0.536585,2.853659,0.268293,0
